SB,MIS,AA,EID,EKD,OD,SS
20,50,0.7,7.65239207152213e-05,0.002633227949172312,0.0007333926850592754,4.336808689942018e-20
20,50,0.7,0.003042084220098662,0.020846788843762898,0.009717625348643556,6.938893903907229e-19
20,50,0.7,0.03313549408015648,0.5267639124381351,0.25366778036746007,0.0
20,50,0.7,0.6499231147026632,2.715084275324291,1.9173883895998707,4.4408920985006264e-17
20,50,0.7,0.001431501085324971,0.013248404746164955,0.004497467218652762,3.4694469519536144e-19
20,50,0.7,0.019009764201119328,0.14367351699198894,0.05401521969808778,0.0
20,50,0.7,0.21642597650429396,2.382990084809919,1.1810208141231648,4.4408920985006264e-17
20,50,0.7,1.7837347450530712,3.3485918339331566,2.716940566249305,0.0
20,50,0.7,0.015595144996073618,0.301134516890635,0.11637576014883963,5.551115123125783e-18
20,50,0.7,0.7028991003994034,2.0146386359797614,1.292871798329688,1.7763568394002506e-16
20,50,0.7,2.15642046688992,3.48021137132432,2.7210136567823593,8.881784197001253e-17
20,50,0.7,2.6204435905887036,4.400547818262616,3.6165987374184416,8.881784197001253e-17
20,50,0.7,0.8394637101816298,2.664343078996698,1.7871746182552861,1.3322676295501878e-16
20,50,0.7,1.416594814314586,3.5277762664449424,2.6899587511728353,0.0
20,50,0.7,2.451398875242291,3.9772396644406,3.1268706316796893,2.6645352591003756e-16
20,50,0.7,3.507392737077087,4.1615162378603685,3.834925534926691,0.0
20,50,0.8,0.004412885274068135,0.04027301583022025,0.01577482268509458,1.3877787807814458e-18
20,50,0.8,0.03888451377304891,0.21222184468190664,0.10194996922629018,0.0
20,50,0.8,0.34980639410850545,1.9624641900235535,1.1146702273283726,4.4408920985006264e-17
20,50,0.8,0.7811079298590831,3.1799903153871303,2.2858291851507873,0.0
20,50,0.8,0.02155394549292966,0.19887398043814075,0.08869096976501582,2.7755575615628915e-18
20,50,0.8,0.17205746257765897,0.8520692534276937,0.4856756945956672,1.1102230246251565e-16
20,50,0.8,1.0519451695855904,3.3268810848151813,2.458276642456366,2.6645352591003756e-16
20,50,0.8,1.9253664422082868,4.116814117062113,3.054626989160191,3.552713678800501e-16
20,50,0.8,0.07348170255538777,2.0504094293015602,0.6573040598298938,8.881784197001253e-17
20,50,0.8,0.9358205971115514,3.28385138309816,2.0462618896186617,2.6645352591003756e-16
20,50,0.8,2.5782674562348196,4.0757506933997725,2.9597135525037905,1.3322676295501878e-16
20,50,0.8,1.5694207935745372,4.544710834060432,3.2120830407699144,2.220446049250313e-16
20,50,0.8,1.1097094301279111,2.994816594613934,2.2628153961098976,8.881784197001253e-17
20,50,0.8,1.4557644613000105,4.121888986714474,2.981237155780872,2.220446049250313e-16
20,50,0.8,2.4742089000323984,4.547418017358442,3.641209381387462,3.552713678800501e-16
20,50,0.8,2.400199763727166,5.466250837654947,3.7934297099196073,2.6645352591003756e-16
20,50,0.9,0.0927850053089796,0.5835381926096841,0.2567701458169872,2.2204460492503132e-17
20,50,0.9,0.2099850900622724,2.1542866755026115,0.8384260237971638,7.771561172376095e-17
20,50,0.9,0.8818580257589024,3.212558566396958,1.8783915182342548,0.0
20,50,0.9,0.9671972377891582,3.6949497359500545,2.8434556787884175,1.7763568394002506e-16
20,50,0.9,0.19488180228577834,1.5132382025712592,0.8368221569610877,1.1102230246251565e-16
20,50,0.9,0.6338870198517808,2.854423032513911,1.798690241923964,8.881784197001253e-17
20,50,0.9,0.46840375538588264,3.650026826639927,2.210854911843099,8.881784197001253e-17
20,50,0.9,2.1629530237583556,4.839984894160885,3.586999405465722,8.881784197001253e-17
20,50,0.9,0.2590588757658918,3.1511570038853525,1.9289883334605111,8.881784197001253e-17
20,50,0.9,1.673301919463754,3.922713222697443,3.0190177968343557,8.881784197001253e-17
20,50,0.9,1.4305644330733505,3.947062315511094,2.85879335428972,0.0
20,50,0.9,2.681760146319452,5.40903043620796,3.8896277352376147,6.217248937900876e-16
20,50,0.9,0.7508656643687215,3.223968405688876,2.618307209379335,8.881784197001253e-17
20,50,0.9,2.351593765755585,3.8455375593586933,3.054725894034937,8.881784197001253e-17
20,50,0.9,2.7158916156054187,5.183596177236591,3.984709619201682,2.6645352591003756e-16
20,50,0.9,2.772980060942569,5.253611284983908,4.0031357167670505,4.4408920985006264e-17
20,50,1.0,0.6105353332089192,2.861858587022358,1.6314646375573882,1.3322676295501878e-16
20,50,1.0,0.9170421933917905,3.2249127284888357,2.319113117900665,8.881784197001253e-17
20,50,1.0,2.5420064579404458,3.6104946082498377,3.1569164676884114,8.881784197001253e-17
20,50,1.0,0.6656941070884241,3.968898506641463,2.9519786431557486,8.881784197001253e-17
20,50,1.0,0.40147173447424267,2.7359358030583185,1.7805735721047236,0.0
20,50,1.0,1.3398203834112974,3.3958110132875707,2.5511059157935305,2.6645352591003756e-16
20,50,1.0,2.144378360814461,3.653021207073785,3.0561629667672063,8.881784197001253e-17
20,50,1.0,1.8613805901570903,4.622375306292998,3.4324317004879434,2.220446049250313e-16
20,50,1.0,1.8759852118983038,3.2694010790509336,2.6006171235371114,0.0
20,50,1.0,2.1247577910302877,3.7459268335653424,3.020940278903069,8.881784197001253e-17
20,50,1.0,0.2925522240747189,4.976086259984541,3.3945094663165727,1.3322676295501878e-16
20,50,1.0,1.2397881177273118,5.6773710398116215,3.6780063659706683,3.108624468950438e-16
20,50,1.0,2.6384129846757713,4.040551548241865,3.4532023087424966,2.220446049250313e-16
20,50,1.0,2.3440039407767945,4.505417084199614,3.713182720181384,3.552713678800501e-16
20,50,1.0,2.284860629506231,5.044444245307048,3.755737306209298,4.440892098500626e-16
20,50,1.0,2.4990881975088155,4.9629058195965605,3.8352304722656343,5.329070518200751e-16
20,75,0.7,4.0869291848544265e-06,2.2667810619214634e-05,1.1275457209070083e-05,6.776263578034403e-22
20,75,0.7,8.904176015223086e-05,0.001853570734060117,0.0006764538103351647,4.336808689942018e-20
20,75,0.7,0.007859994141057758,0.19804379839515862,0.09084391953239583,2.7755575615628915e-18
20,75,0.7,0.15565581080434088,1.9357587701606715,1.2685623900997438,8.881784197001253e-17
20,75,0.7,9.332210967416543e-05,0.0007721356760623799,0.00036225285230679917,1.0842021724855045e-20
20,75,0.7,0.007077023771284718,0.03293966960185246,0.017559134860904723,6.938893903907229e-19
20,75,0.7,0.18364690311652554,1.7669896590988725,0.8477699889009667,1.3322676295501878e-16
20,75,0.7,1.4096480370156255,3.9035881315215275,2.75053585897291,8.881784197001253e-17
20,75,0.7,0.011966672389185806,0.2014540582730544,0.041348452473806405,0.0
20,75,0.7,0.15026666130550526,2.1684913009698907,1.0215977528840021,8.881784197001253e-17
20,75,0.7,0.7971082775607496,2.952607148531531,2.146667443823378,2.6645352591003756e-16
20,75,0.7,1.753307525029005,4.424294207126707,3.0138594621170585,2.220446049250313e-16
20,75,0.7,1.190618346956271,2.547699822389355,2.028757653635021,0.0
20,75,0.7,1.14970247036899,3.206195713296218,2.1816588898234697,8.881784197001253e-17
20,75,0.7,2.5110008087640385,3.902528890414232,3.149404539235489,8.881784197001253e-17
20,75,0.7,2.2710883981190517,4.66891567680813,3.42539955923693,5.329070518200751e-16
20,75,0.8,0.0005062248890053134,0.003608969868292622,0.0013942963859002512,8.673617379884036e-20
20,75,0.8,0.025772417807239822,0.09271546691950094,0.05343944049838223,0.0
20,75,0.8,0.16010423018842035,1.5093998989809383,0.5723514442430734,6.661338147750939e-17
20,75,0.8,0.9237583946237575,3.1775730830425855,2.03098570984836,2.6645352591003756e-16
20,75,0.8,0.0005756234788596437,0.02456300496632169,0.012070911693253894,3.4694469519536144e-19
20,75,0.8,0.0715612958830012,0.727522983362626,0.25039989197488816,1.1102230246251566e-17
20,75,0.8,0.2717483819422637,3.013712103020094,1.5900011058515353,1.3322676295501878e-16
20,75,0.8,0.33347537057893506,3.7743394212939063,2.513680358155104,1.7763568394002506e-16
20,75,0.8,0.0598816959203714,0.43141268827639623,0.27589356676156285,2.2204460492503132e-17
20,75,0.8,0.6657585989445036,2.7560429389680476,1.8004726381227516,1.7763568394002506e-16
20,75,0.8,0.8452250202491993,3.646189807218445,2.415431182061136,8.881784197001253e-17
20,75,0.8,2.394008124228226,4.168675053338472,3.325597809479073,3.108624468950438e-16
20,75,0.8,1.3656669675339796,3.5376952496490195,2.37657957151889,1.7763568394002506e-16
20,75,0.8,2.3082314749770814,3.5354453367446728,2.983398130168726,8.881784197001253e-17
20,75,0.8,1.3826306359924634,3.9117180002768106,3.0601232263218052,0.0
20,75,0.8,2.6061873216114937,4.480705784637543,3.543710642073637,1.7763568394002506e-16
20,75,0.9,0.019448526325785753,0.10672778272586614,0.05623848224295545,1.3877787807814458e-18
20,75,0.9,0.08519719465070752,2.0831972496359907,0.6290435717157112,1.3322676295501878e-16
20,75,0.9,0.24235609400896907,2.7554122694057566,1.525392551323249,0.0
20,75,0.9,2.205827521381203,3.140799265235558,2.7024513166591637,8.881784197001253e-17
20,75,0.9,0.04489261406206113,0.5260993390680899,0.32708873892982215,2.2204460492503132e-17
20,75,0.9,0.6754605309539596,2.5161097273710955,1.477953789428272,0.0
20,75,0.9,0.6273054681194314,3.4514851515979257,2.462960753741885,1.7763568394002506e-16
20,75,0.9,1.1691016268454644,3.5033021154351798,2.3025741062983367,1.7763568394002506e-16
20,75,0.9,1.1202497722669134,2.854331912762913,1.8517364412374548,0.0
20,75,0.9,0.3172481810460295,3.3742571239826593,2.19306383342464,8.881784197001253e-17
20,75,0.9,0.9533247007782326,3.837910589057494,2.6320118004368216,0.0
20,75,0.9,2.025561047965074,3.883010918732442,3.216085820711443,1.7763568394002506e-16
20,75,0.9,1.5012962295133794,3.091702577409276,2.392250365701652,8.881784197001253e-17
20,75,0.9,1.3173983371327087,3.8579059815132024,3.1315418674018978,1.7763568394002506e-16
20,75,0.9,1.376351606137487,3.80963282359215,2.986848086827564,8.881784197001253e-17
20,75,0.9,0.46363377686866913,5.660450172157244,3.952137153389682,2.220446049250313e-16
20,75,1.0,0.4703070223856689,2.5831072866924782,1.96595977287704,1.7763568394002506e-16
20,75,1.0,0.4862914481882794,3.322361430306611,2.1286150474255914,2.6645352591003756e-16
20,75,1.0,1.1705755730633247,3.328678213464084,2.6224894683362665,8.881784197001253e-17
20,75,1.0,1.3408715629894705,3.8053961238099636,2.780978642177358,0.0
20,75,1.0,0.2710385137300837,2.563006965375646,1.630938141983305,4.4408920985006264e-17
20,75,1.0,0.1314190567939737,2.586421779394034,1.8316161847742456,1.7763568394002506e-16
20,75,1.0,1.878694869156988,3.5697816142904135,2.8158155214308245,8.881784197001253e-17
20,75,1.0,2.650920306899725,4.556735941816427,3.6167358470697146,2.6645352591003756e-16
20,75,1.0,1.0268170599117323,2.78849983064929,2.075505094668279,8.881784197001253e-17
20,75,1.0,2.553802493989061,3.7317255639031406,3.096788368039813,8.881784197001253e-17
20,75,1.0,2.3022922660499003,4.069840133298914,3.1002407422285625,3.9968028886505636e-16
20,75,1.0,1.5684984189666378,4.276260755172938,3.239604273440615,1.3322676295501878e-16
20,75,1.0,2.551169495622841,3.919360880281087,3.1864253098558892,8.881784197001253e-17
20,75,1.0,1.2584808517744404,4.4354771219212985,3.318545080480452,1.7763568394002506e-16
20,75,1.0,1.681704746680556,5.174865317322176,3.7826158635797,2.6645352591003756e-16
20,75,1.0,3.0592832045970195,5.31268963297277,4.198961126579614,4.4408920985006264e-17
20,100,0.7,1.029128857688022e-07,7.378264830215642e-07,3.1673594067527235e-07,2.117582368135751e-23
20,100,0.7,5.315216192958161e-06,0.00012378896792997196,3.878302343354179e-05,0.0
20,100,0.7,0.0016603380978392757,0.04436038996082603,0.019549631015127477,6.938893903907229e-19
20,100,0.7,0.5649199857758416,2.6700852292251693,1.591572815229273,4.4408920985006264e-17
20,100,0.7,9.079145901313979e-06,5.470162967968761e-05,2.827170368293608e-05,1.3552527156068806e-21
20,100,0.7,0.00047726010390336526,0.011082175115195714,0.003267409907723451,0.0
20,100,0.7,0.057726872655760264,1.9579675621700265,0.7168746168474509,1.3322676295501878e-16
20,100,0.7,1.2887671804687995,2.9751325708480008,2.373061636554181,2.6645352591003756e-16
20,100,0.7,0.0007806207340164129,0.04064915268204716,0.0148791476920338,0.0
20,100,0.7,0.08958269258872464,1.3210745176337295,0.44441150210196445,1.1102230246251565e-16
20,100,0.7,0.361437181658371,2.991350022634141,1.9476601675020935,0.0
20,100,0.7,2.0703471158501228,3.7065235692591085,3.0238285554075803,2.6645352591003756e-16
20,100,0.7,0.3861879388700129,2.2737933467593305,1.103919780222983,0.0
20,100,0.7,1.418945083123575,3.310170123860868,2.457038709636258,8.881784197001253e-17
20,100,0.7,1.2004389088129455,3.716034728001756,2.5675554814828283,8.881784197001253e-17
20,100,0.7,2.046460222398846,3.804115383095191,3.2554913656978144,2.6645352591003756e-16
20,100,0.8,6.303913117067239e-05,0.00031695238890039334,0.00015576930504339613,1.0842021724855045e-20
20,100,0.8,0.0010097471860395224,0.015822137659232016,0.006246292946360388,3.4694469519536144e-19
20,100,0.8,0.07966594363170332,0.8077078533985866,0.3227348965682002,0.0
20,100,0.8,0.4431143971006759,2.9057604498617917,1.5607043781416619,0.0
20,100,0.8,0.0013828423712642923,0.007076418143743712,0.0033028026315247592,1.7347234759768072e-19
20,100,0.8,0.008037169955816825,0.20680827769421173,0.10393309211292498,5.551115123125783e-18
20,100,0.8,0.3755904648782473,2.6856223729145587,1.4107728167364548,1.3322676295501878e-16
20,100,0.8,0.48050668100723515,3.515829254947946,2.572103612190707,1.7763568394002506e-16
20,100,0.8,0.004062696543777111,0.7573022609606928,0.2602239292264096,2.2204460492503132e-17
20,100,0.8,0.7237322911447213,2.551507126758349,1.5935163961569525,1.3322676295501878e-16
20,100,0.8,0.37098033666266916,3.306301228112233,2.207956080524414,8.881784197001253e-17
20,100,0.8,1.3531982599266823,4.090803288445802,3.011213599669866,4.4408920985006264e-17
20,100,0.8,1.361482153683863,2.852310485532723,2.097010899856027,8.881784197001253e-17
20,100,0.8,1.9170239439077474,3.4151313040829057,2.674795738075083,1.7763568394002506e-16
20,100,0.8,0.886860346249247,3.6903504559943845,2.601003803037764,2.6645352591003756e-16
20,100,0.8,3.104739005718575,4.9254222601364255,3.8538451536369047,2.6645352591003756e-16
20,100,0.9,0.004202345977966093,0.07209331252334694,0.03213509394434135,1.3877787807814458e-18
20,100,0.9,0.07958574149578768,1.3116648134819724,0.5735210598636964,1.3322676295501878e-16
20,100,0.9,0.3989873035564462,2.6196539907670737,1.6065439816403024,1.3322676295501878e-16
20,100,0.9,2.3105498484520344,3.335804197294785,2.740652282848795,8.881784197001253e-17
20,100,0.9,0.06302719267959889,0.5726043019918667,0.237479741497381,1.1102230246251566e-17
20,100,0.9,0.37104477793038315,2.4023095630169,1.2398451990329769,4.4408920985006264e-17
20,100,0.9,0.5729558845960239,4.022954952003449,2.328985744125957,4.4408920985006264e-17
20,100,0.9,1.8112866516541293,3.5941774154137502,2.917464430030612,2.6645352591003756e-16
20,100,0.9,0.17738859523380457,2.7737915689505184,1.7265998032472283,4.4408920985006264e-17
20,100,0.9,0.3021102741591659,2.820988438604456,1.9475430775756077,8.881784197001253e-17
20,100,0.9,2.2403453532332347,3.490406299226074,2.8733097039796656,2.6645352591003756e-16
20,100,0.9,1.9320123339517647,4.185234446871625,3.2826670050535336,1.7763568394002506e-16
20,100,0.9,1.1069425227744891,3.329404929234642,2.298815064768122,2.6645352591003756e-16
20,100,0.9,2.362359668654318,3.569990901302749,3.0754123663237305,8.881784197001253e-17
20,100,0.9,1.094200271629426,4.043773763850499,2.999227813171129,1.3322676295501878e-16
20,100,0.9,1.5407924056197726,4.666111360975336,3.3746039087285977,5.329070518200751e-16
20,100,1.0,0.6328680212140978,2.1498081947733323,1.1446195399729326,8.881784197001253e-17
20,100,1.0,0.9486240681819962,2.987393228135947,2.1720468546396043,8.881784197001253e-17
20,100,1.0,0.5597693722458499,3.90329651470859,2.4554562089514924,8.881784197001253e-17
20,100,1.0,2.3597633721015474,3.6884416270592273,3.14116502409825,0.0
20,100,1.0,0.3559047345689206,2.716225755464404,1.8534139248569546,4.4408920985006264e-17
20,100,1.0,1.1714586398978786,3.109633828619384,2.217338324364357,1.7763568394002506e-16
20,100,1.0,2.298287398347043,3.4823350301390303,3.0248295759380364,8.881784197001253e-17
20,100,1.0,0.08486527678791989,3.6890997370166194,2.873892189628984,8.881784197001253e-17
20,100,1.0,1.577696685312255,3.497033856325022,2.675982907031249,1.7763568394002506e-16
20,100,1.0,0.974278727437238,3.6474081594799554,2.5081206834362466,0.0
20,100,1.0,1.310277130892484,4.15094308359533,3.049223412637775,5.329070518200751e-16
20,100,1.0,2.4376723681714663,4.519845113484919,3.7627760942766044,3.108624468950438e-16
20,100,1.0,1.4559602141450765,3.44658944203437,2.6017205902986276,1.7763568394002506e-16
20,100,1.0,2.449416374300402,4.132842748382107,3.1847971929276495,1.3322676295501878e-16
20,100,1.0,2.440318244072522,4.868986076455968,3.571110272997335,2.220446049250313e-16
20,100,1.0,2.5565510765117705,5.052809174245013,3.8433023316448343,1.7763568394002506e-16
20,125,0.7,2.533760312672939e-09,1.73002665526667e-08,9.385545940432394e-09,6.617444900424222e-25
20,125,0.7,7.636444760983352e-07,8.566972571788511e-06,4.388921884856956e-06,1.6940658945086008e-22
20,125,0.7,0.0008328479989434534,0.02050847345335116,0.0077424890407436385,0.0
20,125,0.7,0.8230398387525821,2.0886687779955015,1.4507533792148977,4.4408920985006264e-17
20,125,0.7,1.364296271511023e-07,3.0588494444039327e-06,1.4386072323624433e-06,8.470329472543004e-23
20,125,0.7,0.00013332869314597318,0.002842853824283953,0.0009437439947963533,0.0
20,125,0.7,0.19270201226410366,0.9978242367554384,0.5350970666902096,1.1102230246251565e-16
20,125,0.7,1.7241078198462465,3.1884985211176518,2.4867513759529807,8.881784197001253e-17
20,125,0.7,0.00048570847754492164,0.013950250073488935,0.0042454658053700635,0.0
20,125,0.7,0.062382405996690427,0.5014320711565721,0.2664597760571998,1.1102230246251566e-17
20,125,0.7,0.24344000791872178,3.162962313151827,1.7194438413833553,4.4408920985006264e-17
20,125,0.7,1.396691697943734,3.9422725225007764,2.7940006206179158,2.6645352591003756e-16
20,125,0.7,0.11898870670100736,2.0586922761011874,1.1973412883686592,1.3322676295501878e-16
20,125,0.7,0.988142479742653,2.8358758404846083,2.228458604180068,0.0
20,125,0.7,1.6162327077290297,3.463734359271623,2.5332867014611757,8.881784197001253e-17
20,125,0.7,2.6407604642916493,4.919001197790962,3.5526982788116954,2.6645352591003756e-16
20,125,0.8,9.511517348403942e-06,6.390446289517016e-05,2.578318324859552e-05,0.0
20,125,0.8,0.0003571096473504731,0.002986692545466685,0.0013347643156749634,4.336808689942018e-20
20,125,0.8,0.0545264973946229,0.49642716423733946,0.1772733727518852,1.1102230246251566e-17
20,125,0.8,0.6121866577623334,2.853568829464351,1.7495944947462039,1.3322676295501878e-16
20,125,0.8,0.00020206110582110526,0.002874543662052975,0.0009476131450800729,0.0
20,125,0.8,0.004802238281176319,0.22421495559991955,0.08271611807114931,0.0
20,125,0.8,0.30453937052554325,2.267994078785169,1.2294567541175898,4.4408920985006264e-17
20,125,0.8,0.9269224051449858,3.3993660485014066,2.6492603215340638,0.0
20,125,0.8,0.026956694084866673,0.35280064073102624,0.16332287238759421,5.551115123125783e-18
20,125,0.8,0.7911616555005279,2.2119186625342704,1.469982295630516,0.0
20,125,0.8,1.0940992187512149,3.1089270967557323,2.4369338349372383,2.6645352591003756e-16
20,125,0.8,1.6658773787304608,4.197355081692848,3.025263670128553,4.4408920985006264e-17
20,125,0.8,0.8498788764964726,3.104871045368036,2.144484337811074,0.0
20,125,0.8,0.4379588970048016,2.9516414841791456,2.0629996187639645,0.0
20,125,0.8,1.756012169048923,3.576716630790831,2.7262900900639,8.881784197001253e-17
20,125,0.8,1.4121053888089325,4.251805683786916,2.943370465815244,4.4408920985006264e-17
20,125,0.9,0.004879676092536034,0.07790218775742774,0.02323899778794365,0.0
20,125,0.9,0.06375951720676598,0.9158927919632665,0.3092723035993374,0.0
20,125,0.9,1.056942766204298,2.6566502588036376,1.9468428520844785,1.3322676295501878e-16
20,125,0.9,0.8893861939451537,3.259487745599387,2.5147071688482154,0.0
20,125,0.9,0.018575151057998784,0.35239076945147163,0.14445573929266303,1.1102230246251566e-17
20,125,0.9,0.5575808296338391,2.213514398749553,1.0698654288850478,4.4408920985006264e-17
20,125,0.9,0.7418888011248623,3.1402589169239694,2.278546504186981,0.0
20,125,0.9,0.22044593193997786,3.8097869750759945,2.8236696953231926,8.881784197001253e-17
20,125,0.9,0.2281407041011474,2.3342669604350097,0.9412911314548683,6.661338147750939e-17
20,125,0.9,0.7521032738023732,2.5111660899525003,2.022532852121399,8.881784197001253e-17
20,125,0.9,1.809332686668221,3.462788321890024,2.6695276731008555,8.881784197001253e-17
20,125,0.9,2.3324676767868806,4.063904081171991,3.059877933223843,1.3322676295501878e-16
20,125,0.9,0.5772299200868791,3.4222675843636776,2.459494209719307,8.881784197001253e-17
20,125,0.9,1.928021871901557,3.356590943338532,2.771720714335702,8.881784197001253e-17
20,125,0.9,2.07990314132848,3.775726229982905,2.762875847598129,1.7763568394002506e-16
20,125,0.9,2.440787670573482,4.673682723415244,3.4704553289623896,8.881784197001253e-17
20,125,1.0,0.28427017090856355,1.622306677094031,1.1093584517329418,1.3322676295501878e-16
20,125,1.0,0.6561022866935358,2.5417060302231396,1.6354135715761817,8.881784197001253e-17
20,125,1.0,1.7649305983161914,3.3822427641123025,2.5964213155367366,8.881784197001253e-17
20,125,1.0,2.4122642233716616,3.624617652233671,2.9089552145020114,8.881784197001253e-17
20,125,1.0,0.1825187983140144,2.663457316271803,1.3171138679580026,4.4408920985006264e-17
20,125,1.0,1.0563797822185106,3.3369215022768874,2.2241584484211403,8.881784197001253e-17
20,125,1.0,0.5796453823606957,3.120240408163714,2.3517490245792994,8.881784197001253e-17
20,125,1.0,2.6484749571840784,4.1105766661646435,3.4978338296271807,2.220446049250313e-16
20,125,1.0,1.866157133224878,3.0891439527657245,2.5942427103848953,8.881784197001253e-17
20,125,1.0,0.7212368152510042,3.615132620047785,2.0133102105868024,0.0
20,125,1.0,0.9083141613944652,3.645253553339981,2.726271118125617,0.0
20,125,1.0,2.0674669550788782,4.868967260611665,3.3738359247735645,1.7763568394002506e-16
20,125,1.0,2.022319079734587,3.8989942285816146,2.603499456711517,8.881784197001253e-17
20,125,1.0,0.6273356869571107,3.4153399992454934,2.5847425210638493,8.881784197001253e-17
20,125,1.0,1.7239242780078716,4.402759853681683,3.4703118700658835,1.7763568394002506e-16
